id,source_id,cot_type,how
39682616,2073,a-n-A-C-F-m,m-g
39682892,2053,a-n-A-C-F-m,m-g
39662782,2110,a-n-A-C-F-m,m-g
39674018,2184,a-n-A-C-F-m,m-g
39789437,2140,a-n-A-C-F,m-g
39722700,1998,a-n-A-C-F-m,m-g
39798853,2024,a-n-A-C-F-m,m-g
39772330,1796,a-n-A-C-F-m,m-g
39715172,1903,a-n-A-C-F-m,m-g
39776205,2235,a-n-A-C-F-m,m-g
39749049,1896,a-n-A-C-F-m,m-g
39666273,1875,a-n-A-C-F-m,m-g
39687446,1811,a-n-A-C-F-m,m-g
39799846,2024,a-n-A-C-F-m,m-g
39782356,1840,a-n-A-C-F-m,m-g
39768106,1899,a-n-A-C-F,m-g
39673672,1882,a-n-A-C-F-m,m-g
39787103,2218,a-n-A-C-F-m,m-g
39702352,2217,a-n-A-C-F-m,m-g
39723918,1944,a-n-A-C-F-m,m-g
39682257,1882,a-n-A-C-F-m,m-g
39666063,2033,a-n-A-C-F-m,m-g
39663019,2135,a-n-A-C-F-m,m-g
39674086,2184,a-n-A-C-F-m,m-g
39721198,1944,a-n-A-C-F-m,m-g
39802912,2226,a-n-A-C-F-m,m-g
39706057,2217,a-n-A-C-F-m,m-g
39773495,1831,a-n-A-C-F,m-g
39694022,1965,a-n-A-C-F-m,m-g
39794089,1820,a-n-A-C-F-m,m-g
39766937,1789,a-n-A-C-F-m,m-g
39719847,2196,a-n-A-C-F-m,m-g
39704431,2217,a-n-A-C-F-m,m-g
39715119,2180,a-n-A-C-F-m,m-g
39770193,1951,a-n-A-C-F-m,m-g
39681264,1995,a-n-A-C-F-m,m-g
39784980,2137,a-n-A-C-F-m,m-g
39667597,1964,a-n-A-C-F-m,m-g
39789183,2229,a-n-A-C-F-m,m-g
39675991,1826,a-n-A-C-F-m,m-g
39799665,2142,a-n-A-C-F-m,m-g
39708818,1948,a-n-A-C-F-m,m-g
39771932,1989,a-n-A-C-F-m,m-g
39789751,1927,a-n-A-C-F,m-g
39789975,1927,a-n-A-C-F,m-g
39714963,1948,a-n-A-C-F-m,m-g
39665527,2005,a-n-A-C-F-m,m-g
39750124,2000,a-n-A-C-F-m,m-g
39782420,1840,a-n-A-C-F-m,m-g
39773647,1916,a-n-A-C-F-m,m-g
39693615,2107,a-n-A-C-F-m,m-g
39779377,2230,a-n-A-C-F-m,m-g
39791702,1810,a-n-A-C-F-s,m-g
39672267,1946,a-n-A-C-F-m,m-g
39680618,1996,a-n-A-C-F-s,m-g
39786673,2099,a-n-A-C-F-m,m-g
39672906,2184,a-n-A-C-F-m,m-g
39661424,1841,a-n-A-C-F-m,m-g
39730529,1909,a-n-A-C-F-m,m-g
39671478,2046,a-n-A-C-F-m,m-g
39728625,1909,a-n-A-C-F-m,m-g
39720852,1998,a-n-A-C-F-m,m-g
39723530,2021,a-n-A-C-F-m,m-g
39670779,2005,a-n-A-C-F-m,m-g
39667583,1878,a-n-A-C-F-m,m-g
39665272,2208,a-n-A-C-F-m,m-g
39723393,1861,a-n-A-C-F-m,m-g
39791586,1970,a-n-A-C-F-m,m-g
39680043,1882,a-n-A-C-F-m,m-g
39679287,2064,a-n-A-C-F-m,m-g
39753934,1894,a-n-A-C-F-m,m-g
39733301,1819,a-n-A-C-F-m,m-g
39660906,2135,a-n-A-C-F-m,m-g
39756293,1959,a-n-A-C-F-m,m-g
39720421,2021,a-n-A-C-F-m,m-g
39678574,1882,a-n-A-C-F-m,m-g
39805307,1902,a-n-A-C-F-m,m-g
39713743,1966,a-n-A-C-F-m,m-g
39681425,1851,a-n-A-C-F-m,m-g
39768201,1838,a-n-A-C-F-m,m-g
39766682,1924,a-n-A-C-F-m,m-g
39681631,2184,a-n-A-C-F-m,m-g
39777785,1933,a-n-A-C-F,m-g
39784076,2101,a-n-A-C-F-m,m-g
39808055,2157,a-n-A-C-F-m,m-g
39731869,2221,a-n-A-C-F-m,m-g
39706918,2001,a-n-A-C-F-m,m-g
39675201,2064,a-n-A-C-F-m,m-g
39777410,2207,a-n-A-C-F,m-g
39762845,2094,a-n-A-C-F-m,m-g
39719863,2196,a-n-A-C-F-m,m-g
39677500,2064,a-n-A-C-F-m,m-g
39762382,2000,a-n-A-C-F-m,m-g
39725947,1944,a-n-A-C-F-m,m-g
39676962,2184,a-n-A-C-F-m,m-g
39727129,1883,a-n-A-C-F-m,m-g
39733631,2211,a-n-A-C-F-m,m-g
39678928,1943,a-n-A-C-F-m,m-g
39683979,1943,a-n-A-C-F-m,m-g
39690491,2151,a-n-A-C-F-m,m-g
39670442,2210,a-n-A-C-F-m,m-g
39788454,2031,a-n-A-C-F-m,m-g
39659573,2135,a-n-A-C-F-m,m-g
39719917,1998,a-n-A-C-F-m,m-g
39772684,1850,a-n-A-C-F,m-g
39765447,1967,a-n-A-C-F-m,m-g
39665833,1964,a-n-A-C-F-m,m-g
39660389,2208,a-n-A-C-F-m,m-g
39660446,2156,a-n-A-C-F-m,m-g
39702652,2037,a-n-A-C-F-m,m-g
39705671,2085,a-n-A-C-F,m-g
39694654,1811,a-n-A-C-F-m,m-g
39728937,2219,a-n-A-C-F-m,m-g
39787567,2093,a-n-A-C-F-m,m-g
39715518,2001,a-n-A-C-F-m,m-g
39764364,1913,a-n-A-C-F-m,m-g
39766211,1888,a-n-A-C-F-m,m-g
39691336,1811,a-n-A-C-F-m,m-g
39775222,1900,a-n-A-C-F,m-g
39671953,1946,a-n-A-C-F-m,m-g
39732170,1847,a-n-A-C-F-m,m-g
39786638,2099,a-n-A-C-F-m,m-g
39694651,2037,a-n-A-C-F-m,m-g
39731806,1819,a-n-A-C-F-m,m-g
39711495,1795,a-n-A-C-F-m,m-g
39697803,2048,a-n-A-C-F-m,m-g
39755113,2000,a-n-A-C-F-m,m-g
39785223,2119,a-n-A-C-F-m,m-g
39788954,2088,a-n-A-C-F,m-g
39783150,1797,a-n-A-C-F,m-g
39739347,1847,a-n-A-C-F-m,m-g
39758419,2186,a-n-A-C-F-m,m-g
39773204,1876,a-n-A-C-F-m,m-g
39721451,1879,a-n-A-C-F-m,m-g
39762112,1959,a-n-A-C-F-m,m-g
39682966,1943,a-n-A-C-F-m,m-g
39795637,2226,a-n-A-C-F-m,m-g
39785522,2185,a-n-A-C-F-m,m-g
39660216,1830,a-n-A-C-F-m,m-g
39733420,1847,a-n-A-C-F-m,m-g
39701934,1842,a-n-A-C-F-m,m-g
39717781,1966,a-n-A-C-F-m,m-g
39713838,2118,a-n-A-C-F-m,m-g
39793022,2147,a-n-A-C-F-m,m-g
39770316,2164,a-n-A-C-F-m,m-g
39784785,2137,a-n-A-C-F-m,m-g
39686516,1851,a-n-A-C-F-m,m-g
39660958,2135,a-n-A-C-F-m,m-g
39707959,2112,a-n-A-C-F-m,m-g
39790482,1818,a-n-A-C-F-m,m-g
39664315,2033,a-n-A-C-F-m,m-g
39721897,1879,a-n-A-C-F-m,m-g
39689357,2073,a-n-A-C-F-m,m-g
39756932,1945,a-n-A-C-F-m,m-g
39776832,2201,a-n-A-C-F-m,m-g
39683750,1882,a-n-A-C-F-m,m-g
39695420,2016,a-n-A-C-F-m,m-g
39765755,1933,a-n-A-C-F,m-g
39692327,2103,a-n-A-C-F-m,m-g
39756653,1959,a-n-A-C-F-m,m-g
39733483,2211,a-n-A-C-F-m,m-g
39730911,1819,a-n-A-C-F-m,m-g
39724081,1937,a-n-A-C-F-m,m-g
39784927,2137,a-n-A-C-F-m,m-g
39661666,2208,a-n-A-C-F-m,m-g
39766234,1888,a-n-A-C-F-m,m-g
39658853,1935,a-n-A-C-F-m,m-g
39669331,1964,a-n-A-C-F-m,m-g
39720419,1966,a-n-A-C-F-m,m-g
39702965,2037,a-n-A-C-F-m,m-g
39730563,1843,a-n-A-C-F-m,m-g
39794924,1851,a-n-A-C-F-m,m-g
39659969,1799,a-n-A-C-F-m,m-g
39673783,1882,a-n-A-C-F-m,m-g
39720177,1966,a-n-A-C-F-m,m-g
39772441,2039,a-n-A-C-F,m-g
39727475,1883,a-n-A-C-F-m,m-g
39772667,2190,a-n-A-C-F-m,m-g
39755520,2000,a-n-A-C-F-m,m-g
39771058,2173,a-n-A-C-F-m,m-g
39779115,2004,a-n-A-C-F-m,m-g
39719251,1903,a-n-A-C-F-m,m-g
39660283,2208,a-n-A-C-F-m,m-g
39672485,1882,a-n-A-C-F-m,m-g
39762443,2094,a-n-A-C-F-m,m-g
39792593,2062,a-n-A-C-F-m,m-g
39674660,2210,a-n-A-C-F-m,m-g
39794038,2231,a-n-A-C-F-m,m-g
39797478,2226,a-n-A-C-F-m,m-g
39778741,1849,a-n-A-C-F-m,m-g
39737032,1819,a-n-A-C-F-m,m-g
39788704,1886,a-n-A-C-F-m,m-g
39694513,2129,a-n-A-C-F-m,m-g
39793692,2231,a-n-A-C-F-m,m-g
39709302,2145,a-n-A-C-F-m,m-g
39760734,2186,a-n-A-C-F-m,m-g
39780038,1968,a-n-A-C-F,m-g
39791613,1970,a-n-A-C-F-m,m-g
39692627,1811,a-n-A-C-F-m,m-g
39662198,2005,a-n-A-C-F-m,m-g
39673252,2184,a-n-A-C-F-m,m-g
39775332,1926,a-n-A-C-F-m,m-g
39707284,2118,a-n-A-C-F-m,m-g
39709834,2169,a-n-A-C-F-m,m-g
39677197,1996,a-n-A-C-F-s,m-g
39710038,2169,a-n-A-C-F-m,m-g
39761715,2000,a-n-A-C-F-m,m-g
39679775,2187,a-n-A-C-F-m,m-g
39714078,1948,a-n-A-C-F-m,m-g
39692435,2073,a-n-A-C-F-m,m-g
39777758,2146,a-n-A-C-F-m,m-g
39802470,2024,a-n-A-C-F-m,m-g
39784418,2101,a-n-A-C-F-m,m-g
39668558,1964,a-n-A-C-F-m,m-g
39755940,1896,a-n-A-C-F-m,m-g
39664615,1799,a-n-A-C-F-m,m-g
39729335,2219,a-n-A-C-F-m,m-g
39687498,2016,a-n-A-C-F-m,m-g
39758200,2220,a-n-A-C-F-m,m-g
39788408,2031,a-n-A-C-F-m,m-g
39673473,1943,a-n-A-C-F-m,m-g
39718157,1966,a-n-A-C-F-m,m-g
39715447,2118,a-n-A-C-F-m,m-g
39696516,1811,a-n-A-C-F-m,m-g
39759647,2220,a-n-A-C-F-m,m-g
39705622,1795,a-n-A-C-F-m,m-g
39703315,2048,a-n-A-C-F-m,m-g
39678169,2064,a-n-A-C-F-m,m-g
39687415,1851,a-n-A-C-F-m,m-g
39781089,2191,a-n-A-C-F-m,m-g
39734446,2070,a-n-A-C-F-m,m-g
39774573,2063,a-n-A-C-F-m,m-g
39773897,1916,a-n-A-C-F-m,m-g
39712776,1795,a-n-A-C-F-m,m-g
39719780,1998,a-n-A-C-F-m,m-g
39659146,2199,a-n-A-C-F-m,m-g
39715897,2145,a-n-A-C-F-m,m-g
39767936,2061,a-n-A-C-F-m,m-g
39791225,1970,a-n-A-C-F-m,m-g
39787497,1990,a-n-A-C-F-m,m-g
39701106,1836,a-n-A-C-F-m,m-g
39682925,1943,a-n-A-C-F-m,m-g
39714707,2058,a-n-A-C-F-m,m-g
39736199,1896,a-n-A-C-F-m,m-g
39664482,2005,a-n-A-C-F-m,m-g
39801952,1902,a-n-A-C-F-m,m-g
39790093,1927,a-n-A-C-F,m-g
39701628,1842,a-n-A-C-F-m,m-g
39756540,1959,a-n-A-C-F-m,m-g
39691208,2073,a-n-A-C-F-m,m-g
39664093,1841,a-n-A-C-F-m,m-g
39793083,2142,a-n-A-C-F-m,m-g
39718279,1991,a-n-A-C-F-m,m-g
39800003,2231,a-n-A-C-F-m,m-g
39805915,2226,a-n-A-C-F-m,m-g
39777054,2154,a-n-A-C-F,m-g
39722492,2021,a-n-A-C-F-m,m-g
39774838,2055,a-n-A-C-F-m,m-g
39784458,1999,a-n-A-C-F-m,m-g
39783357,2134,a-n-A-C-F-m,m-g
39784366,1999,a-n-A-C-F-m,m-g
39767433,1803,a-n-A-C-F,m-g
39796241,1824,a-n-A-C-F-m,m-g
39721473,1998,a-n-A-C-F-m,m-g
39660039,2133,a-n-A-C-F,m-g
39689548,2107,a-n-A-C-F-m,m-g
39661180,2208,a-n-A-C-F-m,m-g
39700434,2048,a-n-A-C-F-m,m-g
39673184,2046,a-n-A-C-F-m,m-g
39687343,2151,a-n-A-C-F-m,m-g
39799532,2178,a-n-A-C-F-m,m-g
39724457,1944,a-n-A-C-F-m,m-g
39727382,1861,a-n-A-C-F-m,m-g
39769778,1804,a-n-A-C-F,m-g
39726584,1879,a-n-A-C-F-m,m-g
39700677,1842,a-n-A-C-F-m,m-g
39753498,1894,a-n-A-C-F-m,m-g
39661890,1975,a-n-A-C-F-m,m-g
39709966,1796,a-n-A-C-F-m,m-g
39804983,1971,a-n-A-C-F-m,m-g
39787981,2045,a-n-A-C-F-m,m-g
39762124,2000,a-n-A-C-F-m,m-g
39717964,1948,a-n-A-C-F-m,m-g
39771007,2196,a-n-A-C-F-m,m-g
39766894,1972,a-n-A-C-F-m,m-g
39730309,1819,a-n-A-C-F-m,m-g
39720243,2167,a-n-A-C-F-m,m-g
39737420,1896,a-n-A-C-F-m,m-g
39769613,1942,a-n-A-C-F,m-g
39672270,2064,a-n-A-C-F-m,m-g
39744706,1896,a-n-A-C-F-m,m-g
39706860,2218,a-n-A-C-F-m,m-g
39794868,2226,a-n-A-C-F-m,m-g
39770612,2164,a-n-A-C-F-m,m-g
39709352,2217,a-n-A-C-F-m,m-g
39755220,2009,a-n-A-C-F-m,m-g
39717095,1966,a-n-A-C-F-m,m-g
39671033,1946,a-n-A-C-F-m,m-g
39683010,1851,a-n-A-C-F-m,m-g
39762223,1959,a-n-A-C-F-m,m-g
39665500,1875,a-n-A-C-F-m,m-g
39699006,2112,a-n-A-C-F-m,m-g
39703747,1795,a-n-A-C-F-m,m-g
39662967,2208,a-n-A-C-F-m,m-g
39729420,2211,a-n-A-C-F-m,m-g
39726461,1843,a-n-A-C-F-m,m-g
39793248,1903,a-n-A-C-F-m,m-g
39807635,2028,a-n-A-C-F-m,m-g
39678255,2046,a-n-A-C-F-m,m-g
39791516,1810,a-n-A-C-F-s,m-g
39734045,2211,a-n-A-C-F-m,m-g
39774625,2063,a-n-A-C-F-m,m-g
39805211,2078,a-n-A-C-F-m,m-g
39770741,2106,a-n-A-C-F-m,m-g
39789855,2032,a-n-A-C-F-m,m-g
39682262,1811,a-n-A-C-F-m,m-g
39689830,2107,a-n-A-C-F-m,m-g
39663616,2208,a-n-A-C-F-m,m-g
39700372,1836,a-n-A-C-F-m,m-g
39767896,2150,a-n-A-C-F-m,m-g
39770176,1951,a-n-A-C-F-m,m-g
39764121,1913,a-n-A-C-F-m,m-g
39785615,2185,a-n-A-C-F-m,m-g
39718621,2118,a-n-A-C-F-m,m-g
39771437,2130,a-n-A-C-F,m-g
39666363,2005,a-n-A-C-F-m,m-g
39803340,2178,a-n-A-C-F-m,m-g
39719172,2196,a-n-A-C-F-m,m-g
39659237,1830,a-n-A-C-F-m,m-g
39665772,2208,a-n-A-C-F-m,m-g
39660404,1799,a-n-A-C-F-m,m-g
39727800,2219,a-n-A-C-F-m,m-g
39756444,1945,a-n-A-C-F-m,m-g
39703895,2217,a-n-A-C-F-m,m-g
39755228,2000,a-n-A-C-F-m,m-g
39660271,2135,a-n-A-C-F-m,m-g
39794719,1851,a-n-A-C-F-m,m-g
39674730,1882,a-n-A-C-F-m,m-g
39701119,2037,a-n-A-C-F-m,m-g
39746312,2220,a-n-A-C-F-m,m-g
39708226,2037,a-n-A-C-F-m,m-g
39669486,1964,a-n-A-C-F-m,m-g
39700362,1842,a-n-A-C-F-m,m-g
39714699,2058,a-n-A-C-F-m,m-g
39771528,2071,a-n-A-C-F,m-g
39755010,1894,a-n-A-C-F-m,m-g
39757880,1945,a-n-A-C-F-m,m-g
39716278,1948,a-n-A-C-F-m,m-g
39660542,2208,a-n-A-C-F-m,m-g
39687170,1811,a-n-A-C-F-m,m-g
39729412,1882,a-n-A-C-F-m,m-g
39769906,1951,a-n-A-C-F-m,m-g
39776996,2154,a-n-A-C-F,m-g
39693810,1842,a-n-A-C-F-m,m-g
39677479,1943,a-n-A-C-F-m,m-g
39701618,2177,a-n-A-C-F-m,m-g
39807436,2078,a-n-A-C-F-m,m-g
39758092,2000,a-n-A-C-F-m,m-g
39713752,2118,a-n-A-C-F-m,m-g
39794271,1915,a-n-A-C-F-m,m-g
39767608,1837,a-n-A-C-F,m-g
39767547,2200,a-n-A-C-F-m,m-g
39659652,1799,a-n-A-C-F-m,m-g
39710789,2118,a-n-A-C-F-m,m-g
39774915,2055,a-n-A-C-F-m,m-g
39730720,2219,a-n-A-C-F-m,m-g
39792782,2226,a-n-A-C-F-m,m-g
39695687,2048,a-n-A-C-F-m,m-g
39777959,2099,a-n-A-C-F-m,m-g
39775265,1926,a-n-A-C-F-m,m-g
39738550,2219,a-n-A-C-F-m,m-g
39682226,2046,a-n-A-C-F-m,m-g
39731336,2221,a-n-A-C-F-m,m-g
39778627,1802,a-n-A-C-F,m-g
39786857,2047,a-n-A-C-F-m,m-g
39693229,2107,a-n-A-C-F-m,m-g
39786564,2099,a-n-A-C-F-m,m-g
39679884,2053,a-n-A-C-F-m,m-g
39679174,2064,a-n-A-C-F-m,m-g
39765239,2070,a-n-A-C-F-m,m-g
39680019,1851,a-n-A-C-F-m,m-g
39737663,1978,a-n-A-C-F-m,m-g
39786351,1798,a-n-A-C-F-m,m-g
39767511,1837,a-n-A-C-F,m-g
39734395,1978,a-n-A-C-F-m,m-g
39710723,1795,a-n-A-C-F-m,m-g
39703983,2037,a-n-A-C-F-m,m-g
39704090,1795,a-n-A-C-F-m,m-g
39776939,2154,a-n-A-C-F,m-g
39697538,1842,a-n-A-C-F-m,m-g
39703721,2217,a-n-A-C-F-m,m-g
39787228,2204,a-n-A-C-F-m,m-g
39743522,1894,a-n-A-C-F-m,m-g
39779443,2230,a-n-A-C-F-m,m-g
39721403,2021,a-n-A-C-F-m,m-g
39710201,2180,a-n-A-C-F-m,m-g
39725200,1944,a-n-A-C-F-m,m-g
39748940,1894,a-n-A-C-F-m,m-g
39676369,2183,a-n-A-C-F-m,m-g
39755799,2094,a-n-A-C-F-m,m-g
39782516,1835,a-n-A-C-F-m,m-g
39699925,1965,a-n-A-C-F-m,m-g
39725215,1861,a-n-A-C-F-m,m-g
39781246,1987,a-n-A-C-F,m-g
39699323,1858,a-n-A-C-F-m,m-g
39722445,2021,a-n-A-C-F-m,m-g
39781316,2191,a-n-A-C-F-m,m-g
39665062,2208,a-n-A-C-F-m,m-g
39781277,2191,a-n-A-C-F-m,m-g
39670831,1964,a-n-A-C-F-m,m-g
39771062,2173,a-n-A-C-F-m,m-g
39683799,1811,a-n-A-C-F-m,m-g
39787186,2123,a-n-A-C-F-m,m-g
39662158,2199,a-n-A-C-F-m,m-g
39722021,2021,a-n-A-C-F-m,m-g
39700859,2177,a-n-A-C-F-m,m-g
39665746,1799,a-n-A-C-F-m,m-g
39794462,1824,a-n-A-C-F-m,m-g
39761660,2009,a-n-A-C-F-m,m-g
39660307,1975,a-n-A-C-F-m,m-g
39771853,1989,a-n-A-C-F-m,m-g
39722203,1944,a-n-A-C-F-m,m-g
39719245,1966,a-n-A-C-F-m,m-g
39697974,2217,a-n-A-C-F-m,m-g
39781718,2215,a-n-A-C-F-m,m-g
39766375,2051,a-n-A-C-F,m-g
39788425,2031,a-n-A-C-F-m,m-g
39714962,2118,a-n-A-C-F-m,m-g
39761379,1914,a-n-A-C-F-m,m-g
39786427,1798,a-n-A-C-F-m,m-g
39716242,1948,a-n-A-C-F-m,m-g
39725645,1944,a-n-A-C-F-m,m-g
39716051,2058,a-n-A-C-F-m,m-g
39725866,1909,a-n-A-C-F-m,m-g
39679974,1943,a-n-A-C-F-m,m-g
39807617,2024,a-n-A-C-F-m,m-g
39685175,1882,a-n-A-C-F-m,m-g
39779511,2230,a-n-A-C-F-m,m-g
39733472,2211,a-n-A-C-F-m,m-g
39724802,1953,a-n-A-C-F,m-g
39778734,1849,a-n-A-C-F-m,m-g
39715406,1948,a-n-A-C-F-m,m-g
39766491,1924,a-n-A-C-F-m,m-g
39784159,2101,a-n-A-C-F-m,m-g
39796658,2078,a-n-A-C-F-m,m-g
39665481,2033,a-n-A-C-F-m,m-g
39695946,2151,a-n-A-C-F-m,m-g
39773268,1876,a-n-A-C-F-m,m-g
39672212,1946,a-n-A-C-F-m,m-g
39687262,1965,a-n-A-C-F-m,m-g
39701218,2112,a-n-A-C-F-m,m-g
39722238,1861,a-n-A-C-F-m,m-g
39772775,2190,a-n-A-C-F-m,m-g
39766779,1983,a-n-A-C-F,m-g
39794258,2231,a-n-A-C-F-m,m-g
39777627,2146,a-n-A-C-F-m,m-g
39764181,2165,a-n-A-C-F,m-g
39791349,1970,a-n-A-C-F-m,m-g
39683461,1943,a-n-A-C-F-m,m-g
39710197,2177,a-n-A-C-F-m,m-g
39799873,1824,a-n-A-C-F-m,m-g
39716677,1795,a-n-A-C-F-m,m-g
39669351,1964,a-n-A-C-F-m,m-g
39659880,2208,a-n-A-C-F-m,m-g
39706095,1988,a-n-A-C-F-m,m-g
39692813,1811,a-n-A-C-F-m,m-g
39760673,2186,a-n-A-C-F-m,m-g
39747022,1880,a-n-A-C-F-m,m-g
39722213,1944,a-n-A-C-F-m,m-g
39672336,1964,a-n-A-C-F-m,m-g
39763423,2127,a-n-A-C-F-m,m-g
39729843,1847,a-n-A-C-F-m,m-g
39768641,1821,a-n-A-C-F-m,m-g
39684948,2107,a-n-A-C-F-m,m-g
39674063,2184,a-n-A-C-F-m,m-g
39774420,1848,a-n-A-C-F-m,m-g
39679961,2187,a-n-A-C-F-m,m-g
39673102,1882,a-n-A-C-F-m,m-g
39759267,1959,a-n-A-C-F-m,m-g
39672778,1882,a-n-A-C-F-m,m-g
39658681,2170,a-n-A-C-F,m-g
39673896,2064,a-n-A-C-F-m,m-g
39789970,1927,a-n-A-C-F,m-g
39662392,2208,a-n-A-C-F-m,m-g
39763124,2009,a-n-A-C-F-m,m-g
39684571,2073,a-n-A-C-F-m,m-g
39760601,2000,a-n-A-C-F-m,m-g
39788893,2088,a-n-A-C-F,m-g
39733330,1978,a-n-A-C-F-m,m-g
39761720,1945,a-n-A-C-F-m,m-g
39710150,1948,a-n-A-C-F-m,m-g
39721791,2021,a-n-A-C-F-m,m-g
39794805,2226,a-n-A-C-F-m,m-g
39661624,2208,a-n-A-C-F-m,m-g
39755895,2094,a-n-A-C-F-m,m-g
39664039,2033,a-n-A-C-F-m,m-g
39723120,1944,a-n-A-C-F-m,m-g
39774684,2055,a-n-A-C-F-m,m-g
39694904,2151,a-n-A-C-F-m,m-g
39679973,2053,a-n-A-C-F-m,m-g
39669307,2046,a-n-A-C-F-m,m-g
39772351,1798,a-n-A-C-F-m,m-g
39710724,2217,a-n-A-C-F-m,m-g
39664875,2208,a-n-A-C-F-m,m-g
39704512,2151,a-n-A-C-F-m,m-g
39786380,1798,a-n-A-C-F-m,m-g
39670662,1946,a-n-A-C-F-m,m-g
39733041,1847,a-n-A-C-F-m,m-g
39787852,2045,a-n-A-C-F-m,m-g
39689414,1811,a-n-A-C-F-m,m-g
39669782,2064,a-n-A-C-F-m,m-g
39711694,1948,a-n-A-C-F-m,m-g
39690045,1811,a-n-A-C-F-m,m-g
39707532,2145,a-n-A-C-F-m,m-g
39767656,2200,a-n-A-C-F-m,m-g
39680297,2184,a-n-A-C-F-m,m-g
39762716,1959,a-n-A-C-F-m,m-g
39767916,2061,a-n-A-C-F-m,m-g
39796100,2142,a-n-A-C-F-m,m-g
39724025,1879,a-n-A-C-F-m,m-g
39796365,1971,a-n-A-C-F-m,m-g
39793412,1915,a-n-A-C-F-m,m-g
39768657,1821,a-n-A-C-F-m,m-g
39757472,2220,a-n-A-C-F-m,m-g
39741639,2232,a-n-A-C-F-m,m-g
39676227,2184,a-n-A-C-F-m,m-g
39663747,2208,a-n-A-C-F-m,m-g
39687236,2107,a-n-A-C-F-m,m-g
39795236,2226,a-n-A-C-F-m,m-g
39686508,2073,a-n-A-C-F-m,m-g
39689681,2187,a-n-A-C-F-m,m-g
39781658,1854,a-n-A-C-F-m,m-g
39739083,2220,a-n-A-C-F-m,m-g
39779528,1865,a-n-A-C-F,m-g
39710580,1948,a-n-A-C-F-m,m-g
39766504,1924,a-n-A-C-F-m,m-g
39792773,1903,a-n-A-C-F-m,m-g
39791048,1810,a-n-A-C-F-s,m-g
39767357,2200,a-n-A-C-F-m,m-g
39698595,2112,a-n-A-C-F-m,m-g
39801938,2078,a-n-A-C-F-m,m-g
39667764,1964,a-n-A-C-F-m,m-g
39778915,1977,a-n-A-C-F,m-g
39766361,2051,a-n-A-C-F,m-g
39765913,1916,a-n-A-C-F-m,m-g
39778751,1849,a-n-A-C-F-m,m-g
39793152,1971,a-n-A-C-F-m,m-g
39795452,1915,a-n-A-C-F-m,m-g
39790554,1818,a-n-A-C-F-m,m-g
39726785,2219,a-n-A-C-F-m,m-g
39783344,2134,a-n-A-C-F-m,m-g
39662638,2208,a-n-A-C-F-m,m-g
39772561,2039,a-n-A-C-F,m-g
39660729,2135,a-n-A-C-F-m,m-g
39726790,2219,a-n-A-C-F-m,m-g
39768252,2150,a-n-A-C-F-m,m-g
39732505,1819,a-n-A-C-F-m,m-g
39689840,1811,a-n-A-C-F-m,m-g
39663780,2005,a-n-A-C-F-m,m-g
39719770,2196,a-n-A-C-F-m,m-g
39666061,1964,a-n-A-C-F-m,m-g
39795821,2142,a-n-A-C-F-m,m-g
39722185,1944,a-n-A-C-F-m,m-g
39675409,2136,a-n-A-C-F,m-g
39744513,1896,a-n-A-C-F-m,m-g
39794132,1824,a-n-A-C-F-m,m-g
39681848,1811,a-n-A-C-F-m,m-g
39671302,2064,a-n-A-C-F-m,m-g
39712682,2118,a-n-A-C-F-m,m-g
39708099,1903,a-n-A-C-F-m,m-g
39739167,1847,a-n-A-C-F-m,m-g
39658917,2199,a-n-A-C-F-m,m-g
39709930,1903,a-n-A-C-F-m,m-g
39791388,1970,a-n-A-C-F-m,m-g
39716286,1948,a-n-A-C-F-m,m-g
39739023,2220,a-n-A-C-F-m,m-g
39710617,2169,a-n-A-C-F-m,m-g
39753740,2189,a-n-A-C-F-m,m-g
39733291,1847,a-n-A-C-F-m,m-g
39766781,1972,a-n-A-C-F-m,m-g
39718506,1966,a-n-A-C-F-m,m-g
39695131,2151,a-n-A-C-F-m,m-g
39762668,1986,a-n-A-C-F-m,m-g
39720386,1966,a-n-A-C-F-m,m-g
39794101,1824,a-n-A-C-F-m,m-g
39660100,2208,a-n-A-C-F-m,m-g
39698326,1836,a-n-A-C-F-m,m-g
39766705,1972,a-n-A-C-F-m,m-g
39668882,1826,a-n-A-C-F-m,m-g
39675650,2183,a-n-A-C-F-m,m-g
39719229,1966,a-n-A-C-F-m,m-g
39694979,1842,a-n-A-C-F-m,m-g
39789671,2140,a-n-A-C-F,m-g
39689606,2151,a-n-A-C-F-m,m-g
39699096,2151,a-n-A-C-F-m,m-g
39754829,2000,a-n-A-C-F-m,m-g
39720135,2167,a-n-A-C-F-m,m-g
39702369,2218,a-n-A-C-F-m,m-g
39707610,2112,a-n-A-C-F-m,m-g
39690310,2107,a-n-A-C-F-m,m-g
39773213,1876,a-n-A-C-F-m,m-g
39725172,1861,a-n-A-C-F-m,m-g
39784401,1999,a-n-A-C-F-m,m-g
39762620,1914,a-n-A-C-F-m,m-g
39806656,2226,a-n-A-C-F-m,m-g
39761042,2094,a-n-A-C-F-m,m-g
39720247,2021,a-n-A-C-F-m,m-g
39663287,2005,a-n-A-C-F-m,m-g
39765689,1933,a-n-A-C-F,m-g
39679260,2053,a-n-A-C-F-m,m-g
39665268,1799,a-n-A-C-F-m,m-g
