source_id,name,id,servertime,tilex,tiley
2191,ICAO-AB9278,39781282,201705072345,19781,24297
1865,ICAO-4B1884,39769425,201705071930,19778,24261
2112,A7FED0,39699495,201705071715,18797,25653
1819,A8A3CE,39733787,201705071750,18822,25634
1966,AA7C64,39719814,201705071730,18928,25530
1847,A3FF61,39733112,201705071750,18869,25514
2021,AA75EF,39719404,201705071730,18912,25652
2009,A791C0,39761053,201705071805,18937,25566
1819,A8A3CE,39728217,201705071745,18907,25514
1914,AC71DD,39762256,201705071805,18629,25560
2164,ICAO-ADA5EE,39770408,201705071940,18991,24069
1847,A3FF61,39729843,201705071750,18904,25441
1811,A2F591,39682879,201705071700,18992,25484
1999,ICAO-AA2BC5,39784408,201705080555,19778,24264
2112,A7FED0,39698708,201705071715,18785,25669
1964,AB7B02,39667165,201705071650,18876,25515
1913,ICAO-ABD627,39764736,201705071815,19699,24286
2211,AD8BED,39733223,201705071750,18961,25561
2231,ADE2B8,39795237,201705080845,18926,25477
2210,ABE42C,39673711,201705071655,18667,25565
1880,A80287,39758701,201705071805,18669,25479
2048,A8913B,39701570,201705071715,18896,25515
1909,A12BCD,39728686,201705071745,18980,25498
2118,AA6F46,39711855,201705071725,18856,25558
1964,AB7B02,39670030,201705071650,18848,25598
2078,A6F00D,39807033,201705080850,18806,25541
2012,ICAO-A24CE0,39717197,201705071730,18952,24062
1799,A1D10C,39664935,201705071645,18633,25460
2072,AAB0DE,39723537,201705071740,18599,25437
1847,A3FF61,39735729,201705071755,18839,25577
1819,A8A3CE,39728916,201705071745,18898,25530
1948,A98ED9,39715854,201705071725,18796,25595
1811,A2F591,39684302,201705071705,18956,25502
2151,A96BA2,39698493,201705071715,18784,25689
1896,AD846F,39754970,201705071800,18954,25470
1970,ICAO-AB355C,39791584,201705080840,19784,24285
2178,A85119,39804272,201705080850,18910,25557
2005,ABA7B0,39665825,201705071645,18860,25571
2146,ICAO-A16EC2,39777640,201705072205,19780,24309
2167,A66E52,39717899,201705071730,18833,25579
2167,A66E52,39717790,201705071730,18834,25578
1865,ICAO-4B1884,39769366,201705071930,19792,24257
2010,ICAO-A11F9D,39776921,201705072135,19794,24239
1964,AB7B02,39678483,201705071700,18809,25721
1894,A0DDFB,39749979,201705071800,18863,25537
2048,A8913B,39705293,201705071720,18928,25456
1914,AC71DD,39761296,201705071805,18621,25601
2037,A87904,39697642,201705071715,18977,25509
1882,A836FB,39680619,201705071700,18774,25554
2101,ICAO-A86605,39784103,201705080550,19827,24276
1965,AA8B40,39691431,201705071710,18899,25611
2231,ADE2B8,39799662,201705080850,18912,25517
1811,A2F591,39691357,201705071710,18832,25586
2010,ICAO-A11F9D,39776892,201705072130,19780,24249
2137,ICAO-A0B550,39784744,201705080615,19845,24285
2118,AA6F46,39716003,201705071725,18898,25486
1948,A98ED9,39711451,201705071725,18822,25505
1875,A6FA94,39668567,201705071650,18835,25550
2094,345241,39759910,201705071805,18902,25519
2225,ICAO-A98539,39768312,201705071910,19710,24313
2109,ICAO-42426C,39779802,201705072250,19816,24293
1851,C06A39,39683003,201705071700,18784,25544
2121,ICAO-A77B35,39774717,201705072035,18968,24067
1795,AA60AF,39717307,201705071730,18699,25635
1916,ICAO-A3612A,39773918,201705072030,19751,24285
2221,ICAO-A364EA,39785769,201705080635,19787,24285
1822,ICAO-A9D640,39765907,201705071840,19708,24406
1863,ICAO-A6A7DC,39767143,201705071900,18951,24085
1851,C06A39,39684842,201705071705,18773,25590
1876,ICAO-AA6B9D,39773317,201705072020,19802,24244
2005,ABA7B0,39665160,201705071645,18850,25589
1896,AD846F,39742915,201705071755,18905,25604
1987,ICAO-4CAA33,39781047,201705072340,19733,24368
1811,A2F591,39683333,201705071700,18977,25492
1821,ICAO-AA4548,39768571,201705071910,19735,24296
2120,ICAO-ABDCBE,39769540,201705071930,19030,24051
1861,A2DCEE,39725389,201705071745,18871,25591
1966,AA7C64,39720756,201705071735,18945,25487
1825,AABD2B,39702257,201705071715,19024,25608
2081,ICAO-4841AD,39782352,201705080030,19707,24248
2094,345241,39762227,201705071805,18851,25559
2058,AB23B5,39715644,201705071725,18689,25462
1851,C06A39,39687887,201705071705,18756,25664
1847,A3FF61,39746385,201705071800,18784,25692
2005,ABA7B0,39665914,201705071645,18862,25568
2101,ICAO-A86605,39784353,201705080555,19803,24307
1909,A12BCD,39723937,201705071740,18938,25677
2109,ICAO-42426C,39779910,201705072255,19740,24302
2024,A33ECC,39803809,201705080850,18948,25538
2112,A7FED0,39708084,201705071720,18912,25494
1799,A1D10C,39662567,201705071645,18626,25551
2197,ICAO-A16C3A,39776735,201705072130,19745,24240
1836,ABF826,39693777,201705071710,18841,25525
1971,AB62F8,39802060,201705080850,18818,25619
2051,ICAO-47C5C7,39766457,201705071850,19777,24359
2219,C0193B,39733699,201705071750,18780,25677
2064,A71EFA,39669772,201705071650,18907,25476
1875,A6FA94,39666153,201705071645,18812,25590
2037,A87904,39709182,201705071720,18851,25701
1945,A84D62,39761465,201705071805,18888,25498
2095,ICAO-A89D59,39779210,201705072245,19804,24242
2195,ICAO-AACFBE,39770433,201705071940,19768,24227
1997,ICAO-A3F7F3,39768742,201705071920,19838,24246
1811,A2F591,39685137,201705071705,18939,25511
2185,ICAO-A967EB,39785570,201705080635,19736,24276
1843,C0410E,39726523,201705071745,18992,25629
1882,A836FB,39681115,201705071700,18765,25546
2033,AA600A,39672681,201705071655,18737,25698
1811,A2F591,39695977,201705071710,18768,25646
2199,A6A7DC,39660616,201705071640,18820,25473
2005,ABA7B0,39665718,201705071645,18858,25574
2005,ABA7B0,39661563,201705071640,18770,25706
2081,ICAO-4841AD,39782313,201705080030,19676,24282
2064,A71EFA,39670125,201705071650,18904,25485
2000,A45091,39760709,201705071805,18808,25653
1925,ICAO-48AE02,39770344,201705071940,19806,24252
2046,AA7E7C,39678494,201705071700,18801,25608
1810,ICAO-A6FF58,39790910,201705080835,19772,24237
1944,AD734A,39722948,201705071740,18877,25601
2184,A262A9,39673095,201705071655,18638,25640
1943,A63665,39681569,201705071700,18900,25546
2228,A77AD8,39763216,201705071810,18788,25449
1883,A654CB,39728859,201705071745,18755,25549
2005,ABA7B0,39667628,201705071650,18888,25520
1819,A8A3CE,39732254,201705071750,18848,25599
1964,AB7B02,39673423,201705071655,18826,25667
2191,ICAO-AB9278,39781054,201705072340,19837,24290
1948,A98ED9,39710385,201705071725,18828,25481
1883,A654CB,39730192,201705071750,18743,25586
1830,A1AA24,39657588,201705071635,18820,25548
2200,ICAO-A76F66,39767788,201705071905,18943,24062
1882,A836FB,39679970,201705071700,18786,25565
2112,A7FED0,39699231,201705071715,18794,25658
1847,A3FF61,39734672,201705071755,18850,25554
2112,A7FED0,39708484,201705071720,18916,25486
1880,A80287,39754232,201705071800,18649,25550
2076,ICAO-4005BA,39781227,201705072345,19717,24253
1793,ICAO-A46CE1,39657366,201705071635,19813,24214
2033,AA600A,39668766,201705071650,18774,25625
2219,C0193B,39729363,201705071745,18797,25550
1959,C01EF7,39761264,201705071805,18779,25535
1830,A1AA24,39658737,201705071640,18797,25592
2119,ICAO-A1804C,39785123,201705080625,19808,24286
2016,A48681,39690510,201705071710,18979,25510
2106,ICAO-A0012F,39770693,201705071945,19809,24275
1989,ICAO-A8B760,39771805,201705071955,19731,24356
2223,ICAO-A16EBC,39776356,201705072105,19728,24256
2151,A96BA2,39694580,201705071710,18816,25622
2231,ADE2B8,39793692,201705080845,18931,25462
1915,ABF17F,39795131,201705080845,18769,25703
1914,AC71DD,39761772,201705071805,18627,25572
1848,ICAO-A98F6A,39764380,201705071815,18895,24039
1988,AB1971,39700885,201705071715,18664,25591
2095,ICAO-A89D59,39778916,201705072240,19694,24321
2064,A71EFA,39675392,201705071655,18866,25596
2137,ICAO-A0B550,39784863,201705080615,19802,24286
2033,AA600A,39665425,201705071645,18820,25536
2186,AD8C4C,39760762,201705071805,18976,25487
1903,A35AAE,39717883,201705071730,18682,25485
2219,C0193B,39730645,201705071750,18793,25583
2184,A262A9,39677696,201705071655,18676,25555
2199,A6A7DC,39658750,201705071640,18771,25541
1965,AA8B40,39692015,201705071710,18904,25597
2033,AA600A,39664817,201705071645,18827,25522
2232,A0EFF1,39738269,201705071755,18832,25580
1978,A4337C,39741662,201705071755,18936,25506
2033,AA600A,39663456,201705071645,18849,25478
1835,ICAO-A75103,39782522,201705080035,19871,24373
1795,AA60AF,39717306,201705071730,18699,25635
2033,AA600A,39663353,201705071645,18851,25474
1825,AABD2B,39707029,201705071720,19004,25673
2221,ICAO-A364EA,39785556,201705080635,19839,24285
1896,AD846F,39739005,201705071755,18886,25656
1836,ABF826,39697830,201705071715,18801,25514
2145,AA56B6,39707606,201705071720,18980,25479
2031,ICAO-A94B0A,39788502,201705080745,19784,24283
1819,A8A3CE,39733500,201705071750,18827,25627
2099,ICAO-A894F2,39786822,201705080700,19723,24286
1948,A98ED9,39718441,201705071730,18772,25682
1966,AA7C64,39717319,201705071730,18894,25621
1792,ICAO-A64A43,39788835,201705080755,19715,24247
2033,AA600A,39665895,201705071645,18814,25546
2073,A38E11,39690043,201705071710,18830,25704
2219,C0193B,39733160,201705071750,18783,25656
1882,A836FB,39678678,201705071700,18803,25582
2112,A7FED0,39706945,201705071720,18901,25520
2021,AA75EF,39721165,201705071735,18844,25593
2196,ICAO-AAABF6,39720225,201705071735,19818,24244
2199,A6A7DC,39657158,201705071635,18725,25603
2118,AA6F46,39712502,201705071725,18864,25545
2005,ABA7B0,39665956,201705071645,18862,25568
2093,ICAO-A4460E,39787341,201705080720,19810,24279
2235,ICAO-A3C3E0,39776030,201705072055,19759,24325
2217,AD9712,39709733,201705071720,18857,25493
2194,ICAO-4006AE,39777375,201705072150,19729,24383
1978,A4337C,39735378,201705071755,18897,25607
2137,ICAO-A0B550,39784818,201705080615,19818,24285
2122,ICAO-3C7201,39768568,201705071910,19788,24325
2046,AA7E7C,39673037,201705071655,18841,25500
2219,C0193B,39729982,201705071750,18795,25565
2046,AA7E7C,39682421,201705071700,18771,25699
1896,AD846F,39742430,201705071755,18902,25612
2031,ICAO-A94B0A,39788376,201705080745,19838,24283
2013,ICAO-3C4B2B,39768392,201705071910,19780,24233
1894,A0DDFB,39754687,201705071800,18863,25597
1790,ICAO-4CAAFA,39764997,201705071820,19741,24296
1964,AB7B02,39669888,201705071650,18850,25595
1830,A1AA24,39659423,201705071640,18783,25618
2226,ACC3B4,39792374,201705080845,18788,25680
2106,ICAO-A0012F,39770465,201705071940,19756,24327
1944,AD734A,39722491,201705071740,18867,25622
1983,ICAO-8682DA,39766759,201705071855,18967,24062
2103,AAF183,39691686,201705071710,18924,25491
2208,42423F,39663512,201705071645,18899,25526
1891,ICAO-ABEC03,39786024,201705080640,19830,24278
1945,A84D62,39761251,201705071805,18884,25505
2171,ICAO-A6CA7F,39721847,201705071735,19818,24215
2078,A6F00D,39804059,201705080850,18819,25514
2058,AB23B5,39712700,201705071725,18632,25505
1988,AB1971,39702186,201705071715,18667,25565
1944,AD734A,39724608,201705071740,18913,25521
2221,ICAO-A364EA,39785874,201705080635,19756,24285
2151,A96BA2,39696751,201705071715,18798,25660
2226,ACC3B4,39804159,201705080850,18873,25564
1808,ICAO-4006AF,39776449,201705072115,19832,24393
1796,ICAO-ABA324,39709882,201705071720,18951,24135
1899,ICAO-4BA893,39782799,201705080205,19758,24327
2177,A65527,39702183,201705071715,18661,25613
2064,A71EFA,39680419,201705071700,18837,25684
2145,AA56B6,39709515,201705071720,18973,25519
1808,ICAO-4006AF,39803054,201705080850,19795,24336
2000,A45091,39761628,201705071805,18797,25676
2118,AA6F46,39716687,201705071730,18912,25463
1920,ICAO-C0080A,39805102,201705080850,19855,24311
2069,ICAO-AC82F8,39783782,201705080535,19828,24249
2107,AB4BA6,39689049,201705071705,18891,25621
2031,ICAO-A94B0A,39788395,201705080745,19833,24283
2167,A66E52,39712126,201705071725,18862,25543
1851,C06A39,39684631,201705071705,18774,25586
2078,A6F00D,39799867,201705080850,18840,25471
2229,ICAO-AD488B,39789270,201705080800,19838,24279
1796,ICAO-ABA324,39711555,201705071725,18991,24136
1978,A4337C,39731520,201705071750,18983,25581
1929,ICAO-780A15,39775573,201705072045,18924,24116
2168,ICAO-7100C8,39764210,201705071815,19813,24328
1830,A1AA24,39659868,201705071640,18775,25634
2005,ABA7B0,39668356,201705071650,18899,25500
2021,AA75EF,39720993,201705071735,18855,25603
2118,AA6F46,39710141,201705071720,18838,25589
1902,A8E813,39808836,201705080850,18649,25609
2021,AA75EF,39720706,201705071735,18869,25615
1929,ICAO-780A15,39776442,201705072115,19817,24213
1916,ICAO-A3612A,39765961,201705071840,19817,24243
2183,A8299A,39673665,201705071655,18826,25588
1871,ICAO-4006AC,39778263,201705072225,19717,24266
2208,42423F,39663211,201705071645,18893,25538
2148,ICAO-40655D,39763945,201705071810,19784,24259
1998,3C64EC,39718910,201705071730,18666,25571
1952,ICAO-A39BFA,39780860,201705072335,19735,24254
2183,A8299A,39671031,201705071650,18857,25538
1903,A35AAE,39718529,201705071730,18699,25467
1943,A63665,39683777,201705071705,18926,25487
1889,ICAO-AB856C,39768830,201705071925,19821,24273
1935,A3EE1F,39657997,201705071635,18808,25663
2183,A8299A,39677946,201705071655,18780,25661
1930,ICAO-A19A9D,39769921,201705071935,19017,24156
2064,A71EFA,39673172,201705071655,18882,25549
1944,AD734A,39723173,201705071740,18882,25591
1978,A4337C,39736101,201705071755,18905,25587
1938,ICAO-AB5ADE,39686709,201705071705,18943,24139
1841,ICAO-ACEA99,39661330,201705071640,19060,24066
2005,ABA7B0,39668725,201705071650,18905,25489
1888,ICAO-AC67F2,39766279,201705071845,19754,24253
1795,AA60AF,39703912,201705071720,18861,25380
2046,AA7E7C,39676190,201705071655,18817,25562
1968,ICAO-4006C1,39780045,201705072300,19765,24236
2135,ABD19E,39661409,201705071640,18763,25582
2037,A87904,39708829,201705071720,18854,25696
2217,AD9712,39709653,201705071720,18857,25493
1946,A8C802,39668811,201705071650,18928,25588
2231,ADE2B8,39794282,201705080845,18930,25466
2094,345241,39757223,201705071805,18937,25490
2048,A8913B,39703593,201705071720,18914,25481
1861,A2DCEE,39723335,201705071740,18763,25640
2078,A6F00D,39806012,201705080850,18811,25531
1894,A0DDFB,39756974,201705071805,18849,25643
1843,C0410E,39731392,201705071750,19002,25477
1964,AB7B02,39668679,201705071650,18862,25556
2094,345241,39762833,201705071810,18834,25572
2221,ICAO-A364EA,39732067,201705071750,19775,24285
2069,ICAO-AC82F8,39783814,201705080540,19818,24258
1966,AA7C64,39717726,201705071730,18898,25609
1821,ICAO-AA4548,39768641,201705071915,19761,24272
2045,ICAO-AB6800,39788022,201705080730,19757,24275
2103,AAF183,39692297,201705071710,18930,25479
1966,AA7C64,39716589,201705071730,18884,25647
2078,A6F00D,39804736,201705080850,18817,25519
1795,AA60AF,39711992,201705071725,18773,25531
1799,A1D10C,39659773,201705071640,18618,25651
1970,ICAO-AB355C,39791664,201705080840,19771,24285
1965,AA8B40,39693411,201705071710,18906,25569
1965,AA8B40,39692456,201705071710,18904,25597
2211,AD8BED,39736574,201705071755,18925,25645
2231,ADE2B8,39796630,201705080845,18922,25489
2208,42423F,39664382,201705071645,18913,25497
1811,A2F591,39691844,201705071710,18827,25594
1882,A836FB,39680902,201705071700,18768,25548
2000,A45091,39753845,201705071800,18866,25537
2107,AB4BA6,39694211,201705071710,18924,25513
2151,A96BA2,39690404,201705071710,18854,25543
1851,C06A39,39795373,201705080845,18954,25505
1964,AB7B02,39672925,201705071655,18830,25657
2219,C0193B,39730578,201705071750,18793,25582
2011,ICAO-780F4C,39768191,201705071910,19824,24361
2199,A6A7DC,39657939,201705071635,18748,25574
1944,AD734A,39724383,201705071740,18910,25528
2199,A6A7DC,39660775,201705071640,18823,25469
1903,A35AAE,39719761,201705071730,18727,25435
1891,ICAO-ABEC03,39785957,201705080635,19852,24277
2021,AA75EF,39720427,201705071735,18880,25624
1954,ICAO-47C5C9,39768963,201705071925,19864,24327
2046,AA7E7C,39681607,201705071700,18776,25682
1883,A654CB,39731940,201705071750,18729,25628
2064,A71EFA,39675401,201705071655,18866,25596
2208,42423F,39664565,201705071645,18917,25490
1894,A0DDFB,39747042,201705071800,18871,25509
1972,ICAO-A8DEE0,39766982,201705071855,19845,24276
1966,AA7C64,39716668,201705071730,18885,25644
2151,A96BA2,39687311,201705071705,18881,25487
2145,AA56B6,39714425,201705071725,18944,25618
2214,ICAO-A845F4,39792096,201705080840,19777,24285
2199,A6A7DC,39657043,201705071635,18722,25607
1830,A1AA24,39659756,201705071640,18776,25631
1809,ICAO-4005C0,39782033,201705080020,19809,24371
2221,ICAO-A364EA,39785868,201705080635,19758,24285
2033,AA600A,39668896,201705071650,18773,25627
1948,A98ED9,39710036,201705071720,18829,25477
2005,ABA7B0,39665437,201705071645,18854,25582
1875,A6FA94,39665356,201705071645,18804,25600
1964,AB7B02,39666208,201705071645,18886,25483
1851,C06A39,39793793,201705080845,18951,25486
2220,AACF19,39738636,201705071755,18912,25480
2230,ICAO-A64DFA,39779545,201705072245,19755,24300
1945,A84D62,39762607,201705071810,18906,25468
1880,A80287,39749300,201705071800,18634,25603
1861,A2DCEE,39724333,201705071740,18824,25613
1966,AA7C64,39720905,201705071735,18948,25478
2070,ICAO-AD6C3B,39734446,201705071750,18973,24146
2185,ICAO-A967EB,39785265,201705080630,19838,24271
2214,ICAO-A845F4,39791960,201705080840,19807,24285
1969,A2FCFF,39726274,201705071745,18640,25467
2000,A45091,39762082,201705071805,18791,25687
2073,A38E11,39687358,201705071705,18830,25704
2033,AA600A,39669681,201705071650,18760,25653
1883,A654CB,39730992,201705071750,18737,25603
1978,A4337C,39740813,201705071755,18931,25518
2121,ICAO-A77B35,39775042,201705072035,19016,24077
1977,ICAO-39BD24,39778910,201705072240,19811,24355
2109,ICAO-42426C,39779326,201705072245,19860,24250
2103,AAF183,39687168,201705071705,18882,25581
1824,ACCA88,39795365,201705080845,18899,25588
1930,ICAO-A19A9D,39769682,201705071935,18968,24155
1944,AD734A,39722787,201705071740,18873,25609
1851,C06A39,39681319,201705071700,18795,25499
2021,AA75EF,39720437,201705071735,18878,25623
1838,ICAO-ABBEE3,39768346,201705071910,18893,24001
2214,ICAO-A845F4,39792107,201705080840,19775,24285
1896,AD846F,39754694,201705071800,18952,25476
2081,ICAO-4841AD,39782327,201705080030,19689,24268
1978,A4337C,39733443,201705071750,18876,25661
2118,AA6F46,39714998,201705071725,18887,25506
2219,C0193B,39732966,201705071750,18784,25650
2094,345241,39763476,201705071810,18816,25586
1933,ICAO-406D78,39765793,201705071835,19670,24296
1903,A35AAE,39793379,201705080845,18655,25477
1970,ICAO-AB355C,39791270,201705080835,19831,24285
2219,C0193B,39731519,201705071750,18790,25606
1978,A4337C,39739231,201705071755,18923,25540
1988,AB1971,39698518,201705071715,18657,25638
2145,AA56B6,39707289,201705071720,18981,25470
1810,ICAO-A6FF58,39791513,201705080840,19806,24280
1821,ICAO-AA4548,39768590,201705071915,19742,24290
2145,AA56B6,39713385,201705071725,18949,25601
2120,ICAO-ABDCBE,39769643,201705071930,18995,24049
1965,AA8B40,39692622,201705071710,18908,25583
2064,A71EFA,39670655,201705071650,18900,25496
2085,ICAO-4CA74E,39703676,201705071720,19809,24261
1819,A8A3CE,39733460,201705071750,18828,25626
1899,ICAO-4BA893,39782909,201705080210,19825,24241
2069,ICAO-AC82F8,39783967,201705080540,19797,24238
2001,AD935B,39716358,201705071725,18958,25669
1913,ICAO-ABD627,39764013,201705071810,19840,24285
1842,A6082F,39704059,201705071720,18944,25460
1966,AA7C64,39715930,201705071725,18876,25668
1830,A1AA24,39657731,201705071635,18817,25553
1971,AB62F8,39797314,201705080850,18846,25577
2048,A8913B,39701947,201705071715,18900,25508
2219,C0193B,39729423,201705071745,18797,25550
2112,A7FED0,39705275,201705071720,18881,25550
1811,A2F591,39690743,201705071710,18838,25576
1995,ICAO-A658DE,39682167,201705071700,19841,24285
1903,A35AAE,39718453,201705071730,18698,25468
1935,A3EE1F,39657128,201705071635,18819,25631
1799,A1D10C,39660785,201705071640,18621,25610
2199,A6A7DC,39658986,201705071640,18778,25531
2208,42423F,39665412,201705071645,18930,25462
2016,A48681,39694989,201705071710,18941,25602
2146,ICAO-A16EC2,39777714,201705072205,19832,24283
1900,ICAO-4067F8,39775387,201705072040,19795,24288
2208,42423F,39663765,201705071645,18903,25517
2229,ICAO-AD488B,39789183,201705080800,19818,24289
1883,A654CB,39728395,201705071745,18758,25540
1842,A6082F,39696307,201705071710,18896,25623
2207,ICAO-4BA9D3,39777505,201705072150,19820,24391
2199,A6A7DC,39657960,201705071635,18748,25572
1795,AA60AF,39704103,201705071720,18859,25383
1825,AABD2B,39703233,201705071715,19019,25624
2049,ICAO-8960E3,39765012,201705071820,19720,24385
2221,ICAO-A364EA,39735338,201705071755,19685,24295
1916,ICAO-A3612A,39765938,201705071840,19816,24248
1795,AA60AF,39716677,201705071730,18712,25618
2073,A38E11,39688075,201705071705,18830,25704
2219,C0193B,39729494,201705071750,18797,25551
1896,AD846F,39753761,201705071800,18945,25493
1978,A4337C,39733317,201705071750,18875,25664
2183,A8299A,39669678,201705071650,18874,25512
1795,AA60AF,39715440,201705071725,18736,25588
1945,A84D62,39754688,201705071800,18813,25624
1836,ABF826,39701736,201705071715,18755,25501
1971,AB62F8,39794888,201705080845,18857,25560
2191,ICAO-AB9278,39781185,201705072340,19808,24294
1914,AC71DD,39759469,201705071805,18614,25632
2000,A45091,39763256,201705071810,18778,25723
2107,AB4BA6,39692634,201705071710,18913,25547
2021,AA75EF,39720304,201705071735,18882,25626
2107,AB4BA6,39691671,201705071710,18906,25571
2208,42423F,39663333,201705071645,18895,25534
2208,42423F,39662650,201705071645,18883,25562
2151,A96BA2,39700387,201705071715,18768,25722
1819,A8A3CE,39727173,201705071745,18923,25487
2188,ICAO-738C07,39783561,201705080500,19864,24361
1795,AA60AF,39713472,201705071725,18758,25557
1989,ICAO-A8B760,39771975,201705072000,19878,24298
1811,A2F591,39682639,201705071700,18995,25483
1968,ICAO-4006C1,39764976,201705071820,19851,24305
1943,A63665,39684808,201705071705,18937,25463
2016,A48681,39690937,201705071710,18976,25518
1847,A3FF61,39739534,201705071755,18816,25625
1795,AA60AF,39716726,201705071730,18712,25619
1965,AA8B40,39691956,201705071710,18904,25598
2061,ICAO-AB39F0,39767972,201705071905,18939,24117
2200,ICAO-A76F66,39767410,201705071900,19055,24066
1830,A1AA24,39658871,201705071640,18795,25596
2005,ABA7B0,39668550,201705071650,18902,25495
1819,A8A3CE,39734709,201705071755,18807,25655
1853,ICAO-896171,39775724,201705072045,19013,23984
1814,ICAO-4CAAFB,39763793,201705071810,19714,24260
1842,A6082F,39699189,201705071715,18913,25563
2208,42423F,39659658,201705071640,18836,25668
2178,A85119,39805759,201705080850,18915,25540
2137,ICAO-A0B550,39784899,201705080615,19783,24286
1935,A3EE1F,39658120,201705071635,18805,25670
2129,4BA956,39693841,201705071710,18992,25628
2226,ACC3B4,39806433,201705080850,18890,25541
2217,AD9712,39705144,201705071720,18861,25569
1870,A642A3,39664441,201705071645,18598,25625
1948,A98ED9,39710603,201705071725,18826,25489
1875,A6FA94,39665671,201705071645,18806,25598
2046,AA7E7C,39670246,201705071650,18867,25450
1795,AA60AF,39705183,201705071720,18847,25403
2103,AAF183,39690044,201705071710,18910,25521
1909,A12BCD,39728338,201705071745,18978,25506
2196,ICAO-AAABF6,39719269,201705071730,19810,24270
1909,A12BCD,39727579,201705071745,18970,25541
1829,ICAO-A0F4A2,39723576,201705071740,19010,24122
2208,42423F,39660953,201705071640,18859,25615
2101,ICAO-A86605,39784495,201705080555,19783,24335
1863,ICAO-A6A7DC,39766885,201705071855,19003,24028
1819,A8A3CE,39733755,201705071750,18823,25633
1999,ICAO-AA2BC5,39784275,201705080555,19801,24262
2127,A12F78,39763418,201705071810,19028,25481
1824,ACCA88,39794011,201705080845,18895,25602
2076,ICAO-4005BA,39781238,201705072345,19721,24250
1959,C01EF7,39760669,201705071805,18770,25547
2186,AD8C4C,39753652,201705071800,18946,25612
1928,ICAO-3C4B27,39771646,201705071955,19769,24257
1811,A2F591,39688070,201705071705,18873,25539
2232,A0EFF1,39737910,201705071755,18830,25582
2219,C0193B,39731194,201705071750,18791,25597
2229,ICAO-AD488B,39788993,201705080800,19752,24322
1943,A63665,39684461,201705071705,18933,25472
1971,AB62F8,39802135,201705080850,18817,25620
2073,A38E11,39657219,201705071635,18830,25704
2200,ICAO-A76F66,39767811,201705071905,18927,24062
1842,A6082F,39703089,201705071715,18939,25476
2187,A43EA6,39685041,201705071705,18607,25548
2001,AD935B,39712036,201705071725,18992,25587
2000,A45091,39755904,201705071805,18846,25577
2145,AA56B6,39709442,201705071720,18973,25518
2033,AA600A,39661986,201705071640,18874,25430
1978,A4337C,39733414,201705071750,18876,25661
1865,ICAO-4B1884,39769448,201705071930,19770,24264
2217,AD9712,39706404,201705071720,18848,25551
2217,AD9712,39703745,201705071720,18877,25593
2031,ICAO-A94B0A,39788453,201705080745,19809,24283
1842,A6082F,39700752,201705071715,18925,25525
2208,42423F,39660063,201705071640,18842,25653
2220,AACF19,39756844,201705071805,18775,25661
1943,A63665,39681769,201705071700,18901,25542
1966,AA7C64,39716887,201705071730,18887,25638
2112,A7FED0,39702883,201705071715,18848,25591
2101,ICAO-A86605,39784193,201705080550,19820,24290
1819,A8A3CE,39728494,201705071745,18903,25521
1909,A12BCD,39728651,201705071745,18980,25498
2033,AA600A,39664271,201705071645,18837,25501
1795,AA60AF,39711369,201705071725,18780,25518
1917,ICAO-AB4FEA,39786892,201705080705,19796,24236
2235,ICAO-A3C3E0,39776021,201705072055,19756,24326
1810,ICAO-A6FF58,39791060,201705080835,19778,24252
2000,A45091,39753575,201705071800,18868,25534
2133,ICAO-3440CE,39659266,201705071640,19868,24350
2149,ICAO-A67857,39770019,201705071935,18951,24058
1824,ACCA88,39793728,201705080845,18894,25604
2037,A87904,39698721,201705071715,18967,25524
2121,ICAO-A77B35,39774548,201705072035,18938,24061
2189,ICAO-ACD5AD,39755291,201705071800,19746,24285
2151,A96BA2,39694015,201705071710,18821,25612
1943,A63665,39675309,201705071655,18859,25693
1966,AA7C64,39720967,201705071735,18950,25473
2183,A8299A,39675341,201705071655,18807,25618
1943,A63665,39682439,201705071700,18908,25525
2148,ICAO-40655D,39778772,201705072235,19725,24304
1825,AABD2B,39703625,201705071720,19017,25631
1895,ICAO-C05F54,39734529,201705071750,19052,24018
2048,A8913B,39699620,201705071715,18875,25556
1802,ICAO-4007F9,39778466,201705072230,19731,24267
1943,A63665,39679672,201705071700,18885,25600
2214,ICAO-A845F4,39792181,201705080845,19751,24285
1831,ICAO-406C39,39773519,201705072025,19856,24301
2219,C0193B,39734250,201705071750,18778,25693
1915,ABF17F,39792800,201705080845,18776,25680
2219,C0193B,39738550,201705071755,18770,25754
2024,A33ECC,39803064,201705080850,18950,25533
1842,A6082F,39701864,201705071715,18932,25498
1935,A3EE1F,39659751,201705071640,18781,25736
1790,ICAO-4CAAFA,39765126,201705071820,19761,24272
1884,ICAO-AA1DCD,39776302,201705072105,19757,24244
1909,A12BCD,39729045,201705071745,18983,25485
1944,AD734A,39726266,201705071745,18943,25455
2217,AD9712,39706983,201705071720,18843,25542
2118,AA6F46,39712506,201705071725,18864,25545
2118,AA6F46,39715599,201705071725,18893,25495
1824,ACCA88,39805750,201705080850,18934,25475
1811,A2F591,39690699,201705071710,18839,25576
2177,A65527,39703441,201705071715,18662,25596
2178,A85119,39795389,201705080845,18882,25648
1978,A4337C,39733888,201705071750,18881,25649
1795,AA60AF,39705184,201705071720,18846,25405
1909,A12BCD,39726998,201705071745,18968,25547
